id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,f167,f168,f169,f170,f171,f172,f173,f174,f175,f176,f177,f178,f179,f180,f181,f182,f183,f184,f185,f186,f187,f188,f189,f190,f191,f192,f193,f194,f195,f196,f197,f198,f199,target
10,23.57,0.043,0.0,3.87,2.22,8.826,7.08,0.1157,10.232,1.3833,5.77,6.6,5.59,3.8,46.6,4.3233,1.802,105.757,3.3,0.1762,0.2,3.036,0.1096,12.67,4.59,9.0,0.344,1218.1,6.09,7.2,46.3911,4.01,5.4975,16.4,7.9934,0.1032,1304021.7,0.065,0.5,3.997,5.7,49.1135,5.4,0.102,3.41,5.1,0.05,2.9393,8.387,52.30,0.294,114.6891,1.87,37.7,31.21,0.2956,8.9638,0.0,10.94,2.68,25.144,0.144,4.9,2.7973,4.827,2.176,53.76,0.3371,1.5335,0,2.3,0.87,3.2,3.02,11.4,7.99,9.9,-1.7984,0.265,0.822,0.621,2.894,2.0564,4.1365,0.1,1.021,0.5,2.32,0.5982,0.074,352.0,6.637,13.4253,2.4921,5.03,2.3733,8.3385,1.699,0.6,0.3488,2.66,444132.914,1.4409,0.6287,364.61,-0.83,0.25,54.6819,7.0667,0.1,-6.7148,0.00,1.478,23.8,8.9865,0.06162,0.003,1627.36,5.239,0.4420,5670.8,4.3358,1.7,0.81,10.2877,2.0827,17.1,5.91,0.613,0.032,1.18,5.8980,4.4,7.6,8.2,3.7771,3,10.9459,4.7,7.4,98.2,2.5395,0.7,13.8,5.24,18.80,0.031,4.3952,-4.3,0.9898,0.1,0.749,1.967,0.547,353834.6329,0.16,0.01,1.2885,8.47,8.0136,0.336,231.328,5.8178,1.1,0.25,6.4,0.4126,6.58,0.1015,6.71,2.8906,15.6962,6.675,3.8713,4.390,1.23,0.3656,17522.438,6.1,0.175,0.4,1.22,0.01,3.04,0.142,4.9886,2.67,6.09,21.903,12.9973,4.284,7.531,6.3,2.34,0.2,0.4144,5.69,0.47,0.38,5.0319,17.20
11,16.57,0.046,0.1,8.29,4.89,9.33,1.07,0.3915,2.319,4.956,2.33,4.7,3.39,2.5,33.5,5.7789,73.501,16629356.938,1.1,2.2478,-2.9,5.006,0.2752,13.99,6.49,25.3,0.955,2687.4,8.02,8.6,24.041,-3.1,5.7329,5.3,9.5473,0.0922,3777225.6,12.095,0.5,3.83,1.2,0.0182,10.1,0.035,2.84,4.8,0.16,112071636.86,35.311,83.00,0.998,69.3828,1.16,74.5,13.01,0.678,7.34,28718.99,8.04,2.72,8.347,0.952,5.712,5.9622,24.446,13.697,65.13,0.3196,-0.5767,0,106.4,0.46,6.5,1.37,4.5,1.97,34.6,-2.2205,0.162,0.718,0.447,1.448,7.5014,3.5006,0.13,3.189,0.6,1.54,0.7375,2.653,666.0,3.011,8.4646,7.444,4.55,3.1691,5.3778,3.667,0.7,2.9645,7.73,0.014,1.6262,0.8757,396.90,7.19,0.35,39.1699,5.738,0.4,9.5018,0.00,3.915,0.0,8.7351,6.65492,38.806,5174.99,2.621,0.7130,17.8,1.4049,1.96,0.8,6.9047,-2.0459,12.9,18.2551,0.661,0.096,5.91,6.3170,2.3,5.6,6.6,3.9366,24,8.4403,5.6,5.67,407.4,0.2636,0.5,16.4,5.66,20.20,0.0,3.0307,14.94,0.2285,0.1,0.941,2.72,0.707,1170.644,0.04,0.84,30.2855,1.14,2.7344,0.045,2.736,6.4938,19.1,0.13,5.7,0.063,5.79,0.1428,4.01,1.172,5.7205,0.006,4.7006,18.100,1.21,0.9721,12921.574,5.718,0.659,0.1,0.37,0.15,5.73,0.199,4.3738,3.15,5.1,33.292,2.1127,7.1319,3.925,2.4,2.08,0.7,-1.6328,6.8,0.84,0.74,226.4393,19.50
12,24.31,0.804,0.4,6.59,9.36,12.493,1.07,0.2419,15.121,1.4742,3.64,6.0,4.62,5.4,21.8,3.9395,1.515,40.273,1.5,1.9537,3.2,5.099,0.096,7.26,4.28,29.5,0.204,230.2,4.86,6.6,43.7223,3.18,-0.2361,-7.5,8.642,0.1818,164.3,0.858,0.1,4.445,1.8,65075.2421,2.0,0.153,2.76,7.8,0.16,162.5492,18.523,89.40,0.484,94.2804,3.89,70.5,14.5,0.8175,9.3412,3491.74,5.88,2.85,33.326,0.686,5.891,14.8686,2.537,1.456,58.03,0.4517,-1.6852,0,2.2,0.39,5.4,40.8,4.2,1.64,32.7,-0.562,0.921,0.516,0.26,110.356,6.7277,5.9398,1.45,1.66,0.0,2.11,0.9986,6.244,264.0,3.015,1.4264,6.6531,8.61,0.2054,3.2574,2.483,0.7,3.8751,6.37,3202.205,1.3173,0.6533,388.37,5.2,0.58,35.3684,9.4712,1.42,4.2921,20.00,101.339,1625121.7,4.4448,0.53412,42010.702,3.78,6.06,0.6470,17.7,5.3395,1.7,0.42,6.6077,-0.5199,11.8,46.8276,0.797,0.077,1.07,7.5200,5.9,5.9,7.4,3.9613,5,8.3909,3.3,4.93,0.0,130.3034,0.3,5.9,4.21,13.00,0.343,3.834,0.25,0.3786,0.1,0.937,4.55,0.553,18643.1522,0.24,0.65,2.8622,9.29,2.1398,0.014,43.111,5.8288,21.8,0.15,4.2,0.0129,6.53,0.6192,5.24,3.089,18.1681,9.265,6.0829,3.970,1.68,0.7859,827.333,6.191,0.523,0.1,0.73,0.88,4.36,0.17,5.1049,2.68,6.18,30.25,20.5558,4.4414,3.482,7.0,2.66,0.1,8.9883,4.53,0.84,0.8,1343.5763,43.10
13,55.39,0.208,0.2,1.2,-1.76,-7.112,29.69,0.1214,1.611,2.3211,4.24,6.8,7.36,5.7,57.2,5.0145,5.656,4752515.383,20.7,1.7268,2.8,5.922,0.1359,19.77,4.03,7.2,0.263,319.5,6.92,4.1,225.5712,10.98,-2.5238,-8.1,9.5919,0.5047,664954.6,966.44,0.3,3.494,1.3,0.004,7.9,0.222,3.12,8.3,0.08,1.8422,19.96,96.00,0.169,103.9422,3.19,97.2,10.63,0.8427,7.0527,12767610.04,2.18,2.35,32.752,0.589,0.25,11.5821,11.56,2.216,23.4,0.4656,2.7322,0,3.5,0.21,4.9,1.23,10.2,1.4,20.8,0.5817,0.11,0.344,0.31,78.213,6.8233,5.3221,1.18,1.033,0.9,1.43,0.0659,1.505,666.0,4.552,13.3295,6.4496,5.05,2.0008,3.2445,1.815,0.6,5.7373,2.54,20163.299,12.1176,2.822,396.90,4.96,0.76,77.5754,5.731,0.44,-1.7231,0.00,6.311,43979613.1,3.594,24.80170,5045014.436,0.01,5.304,0.6930,12.4,-0.5247,1.23,0.72,8.9816,4.7437,52.0,3.0485,0.708,0.051,57.13,5.3490,9.0,5.9,6.6,3.4481,24,4.2841,5.3,7.75,0.0,123.4595,0.6,29.7,18.91,20.20,0.057,6.7983,-5.65,0.8312,0.5,0.828,2.2,0.398,16887.3839,0.19,0.47,2.8345,2.11,1.7028,0.132,102.935,5.3838,1.3,0.37,2.9,0.1815,6.49,0.3393,6.36,2.8634,16.8993,0.408,4.5639,18.100,1.31,0.1259,4953.978,6.312,0.225,0.3,6.2,0.91,1.88,0.534,4.3438,3.05,7.86,27.555,11.2681,8.3223,6.878,8.6,2.73,0.4,8.2914,5.69,0.47,0.21,151544.6203,8.30
14,23.78,0.666,0.7,1.03,12.97,-3.855,6.07,0.573,-8.305,2.8292,0.87,7.1,6.64,5.7,49.1,6.6884,1.291,4010627338.6,6.4,1.3889,16.6,4.944,0.1114,18.76,4.04,38.0,0.09,156.6,5.68,6.8,1.6476,5.66,-6.852,9.0,8.9996,0.1842,50.7,310401.119,0.8,4.818,2.1,0.0055,3.4,0.321,3.03,15.5,0.1,1405777.3233,28.956,82.50,0.141,56.8775,60.6,98.0,34.19,0.7672,6.6558,177.73,16.03,2.36,16.626,0.937,5.936,-1.5382,3.558,3.912,32.56,0.5971,1.0051,0,7.3,0.13,3.3,38.74,9.0,15.98,31.4,1.0319,0.245,0.652,0.628,77.269,2.1644,4.6752,1.38,1.326,0.4,1.18,0.9753,0.479,666.0,6.627,4.9244,4.5644,6.37,2.3896,6.9414,2.67,0.6,5.7441,5.37,5.042,2.8174,5.1339,378.38,2.7,0.14,62.8842,1.5774,0.39,-5.3925,0.00,1.615,0.0,4.1843,5.29305,0.003,32238.11,0.09,0.7000,3.1,2.4903,1.59,0.86,14.0954,12.6833,12.7,5.7873,0.73,0.127,1.43,6.0510,1.4,7.2,9.4,4.1314,24,8.8087,1.1,7.11,149028.4,0.0,0.2,1.9,11.14,20.20,0.266,6.3281,-5.69,0.4634,0.4,0.838,2.632,0.751,290.9503,0.0,0.72,1.6579,5.08,2.1678,0.209,8.212,7.6955,2.1,0.31,2.8,0.2025,6.38,0.4547,7.42,3.242,14.2276,224.017,6.0441,18.100,1.3,0.1161,2562.173,5.023,0.231,0.6,6.05,0.84,2.93,0.276,4.677,2.21,6.28,33.275,14.1898,7.2966,9.163,15.5,2.27,0.4,-3.6117,5.51,0.65,0.1,2771.7971,23.20
15,24.9,0.519,0.1,2.58,4.53,8.909,2.12,0.0858,14.109,1.8882,2.83,5.9,4.81,5.0,47.7,2.6686,1.903,275957.742,2.1,1.6753,8.2,3.707,0.0656,15.17,10.37,28.2,0.571,2405.5,6.7,7.2,122.4295,2.58,-0.3807,-0.4,10.715,0.4139,169.6,400.442,0.3,3.747,3.4,180526.1756,9.2,0.15,3.06,5.4,0.53,0.0319,34.892,92.60,0.892,75.3686,4.35,49.5,7.52,0.8886,9.2723,6.48,9.11,2.27,12.211,0.555,5.618,-1.7704,34.574,177.732,66.04,0.9636,2.4864,0,8.7,0.25,3.4,6.95,6.2,5.58,77.8,-1.3214,0.288,0.54,0.161,1.297,7.6742,4.973,0.1,1.327,0.2,1.54,0.0906,0.753,666.0,5.845,15.1454,3.8801,4.87,0.1207,4.4486,1.856,0.8,1.4382,0.9,12460.569,5.0714,2.9495,396.90,2.86,0.12,34.5732,5.7327,0.76,4.5782,0.00,3.189,43.0,7.0314,8.64476,459945.157,335.53,5.334,0.6930,5678.1,3.6975,1.88,0.58,5.5186,7.9238,36.6,-0.0534,0.702,0.076,1.14,6.1930,1.0,-4.6,5.8,3.8901,24,7.9527,2.1,7.6,0.0,0.0,0.6,1.3,13.82,20.20,0.162,4.0944,14.21,0.5653,0.2,0.941,1.89,0.569,412362.7371,0.12,0.0,2.181,1.05,1.7912,0.215,2.348,6.5886,1.4,0.89,2.6,0.3104,6.84,0.929,5.94,3.0932,10.536,0.036,4.9121,18.100,1.89,0.7981,17213.895,4.146,0.264,0.9,0.29,0.58,3.51,0.525,4.8205,2.87,7.93,40.376,0.2549,5.7431,6.522,10.7,2.26,0.5,-17.2385,6.03,0.88,0.98,79061.7531,13.80
16,17.0,0.145,0.9,3.4,-0.39,13.652,799.48,0.0632,11.769,2.7173,6.74,4.3,7.15,2.2,11.5,6.1421,2.627,2095.863,9.3,1.6539,-1.2,5.035,0.3104,11.69,-6.84,45.7,0.216,1798.4,6.18,4.4,188.8118,9.68,-7.0983,10.7,8.477,0.4743,1873.7,170200066.26,0.7,2.316,1.5,0.0152,6.9,0.089,3.15,10.5,0.12,70476.9237,11.337,36.60,0.371,126.6912,2.46,72.4,13.54,0.8206,6.4565,390.27,8.04,2.45,35.381,0.446,0.151,-0.729,2.189,12.483,33.17,0.3575,-0.1996,0,626.4,0.74,3.8,69.7,8.7,91.0,14.9,3.3152,0.127,0.586,0.416,3.395,7.9871,5.7493,0.58,1.002,0.5,1.67,0.8441,5.953,307.0,6.359,11.0385,5.2179,7.72,2.769,5.1394,2.833,0.6,4.9998,10.3,38269.112,1.203,3.7475,288.99,2.31,0.12,83.3089,-2.6721,0.03,-0.5748,0.00,1.924,0.0,9.2714,0.80271,22.534,5530.6,0.952,0.5380,2.8,3.7768,1.65,0.79,12.3035,2.0259,15.1,2.6595,0.488,0.096,31.5,5.4560,117.4,9.0,9.1,3.6391,4,10.7575,1.5,7.41,355.6,17118.7564,0.2,1.1,15.49,21.00,0.52,3.3057,8.47,0.84,0.0,0.949,2.848,0.841,221514.0629,0.91,0.17,1.7947,3.64,3.7965,0.115,0.791,6.9738,32.1,0.59,2.8,0.1209,6.31,0.0524,6.34,3.1552,10.0207,3.217,4.6931,8.140,1.04,0.6575,25616.324,6.247,0.409,0.2,0.83,0.64,4.08,0.053,5.2992,2.62,4.73,26.526,3.673,3.7359,6.403,12.2,2.71,0.3,12.2515,4.64,0.58,0.4,2145.3123,20.20
17,18.06,0.881,0.1,1.2,3.71,-5.163,1.06,0.2083,8.255,0.2981,3.27,5.7,5.83,6.5,35.1,4.0231,1.38,41989.597,2.7,1.9701,-3.6,4.491,0.2882,15.10,-2.04,25.4,0.441,4530.5,3.1,4.0,113.5467,4.96,4.3585,-1.5,7.0583,0.0215,228.7,0.92,0.8,3.672,9.2,0.0,15.5,0.154,2.73,16.2,0.06,15747.6855,65.017,73.50,0.162,67.8881,1.39,46.2,17.01,0.7899,8.8188,727879390.5,16.84,2.51,26.251,0.152,5.434,2.1879,5.712,1500.343,31.64,0.2368,-0.6937,0,2.9,0.98,5.4,1.48,6.1,2.28,13.0,-0.0508,0.013,0.735,0.349,71.885,6.5579,4.7197,0.48,2.099,0.6,1.5,0.1607,6.193,391.0,4.374,11.2667,6.7524,9.28,4.9244,4.9529,1.79,1.0,3.2968,6.43,44270.901,15.8492,3.9759,395.77,5.89,0.16,42.9287,3.0999,1.24,7.206,0.00,2.064,883.8,5.6501,0.17783,52.584,708.76,5.305,0.5850,2098.2,-0.0748,1.48,0.63,11.6177,3.3412,40.3,20.515,0.638,0.15,1.38,5.5690,30.3,1.5,8.6,3.9742,6,6.555,5.0,3.66,0.0,2691107.8487,0.5,1.0,5.87,19.20,0.133,3.1411,15.06,0.3043,0.1,0.95,4.185,0.068,48482262.4199,0.02,1.0,1.2059,1.41,2.3999,0.201,2.425,6.9381,29.1,0.4,3.0,0.0291,5.26,0.7401,5.36,3.2078,7.6889,21.018,7.1563,9.690,1.03,0.2858,903.507,5.488,0.608,0.1,5.89,0.54,4.45,0.535,4.5362,3.75,6.44,26.576,5.9832,6.3757,4.356,3.6,2.09,0.3,3.8079,7.22,0.83,0.04,574212.3928,17.50
18,11.06,0.245,0.6,1.79,-12.71,-7.434,1.28,0.2567,-3.06,0.6354,3.5,4.5,7.43,2.7,36.2,5.9715,14.087,0.143,2.7,1.5831,0.4,2.731,0.3385,11.65,-12.68,28.0,0.565,3971.8,6.26,8.8,362.4936,11.49,12.6821,-2.6,8.369,0.0758,1052727.3,28.187,0.9,3.654,1.8,0.0266,4.9,0.125,2.78,7.9,0.06,303359.3045,17.463,68.10,0.8,53.6987,4.38,45.2,76.54,0.5234,9.5984,1088.14,5.92,2.65,25.788,0.493,5.186,-0.5995,1.261,6.43,18.26,0.3988,0.1755,0,7.0,0.19,5.9,2.08,8.3,1.31,9.3,5.4897,0.521,0.971,0.281,89.09,2.1218,2.7169,0.01,2.349,0.0,1.12,0.2145,3.929,307.0,5.142,28.0658,6.7426,5.81,5.0814,3.3338,5.062,0.1,5.8141,9.97,0.002,1.6255,3.5097,378.35,-0.31,0.26,37.0809,10.6874,0.12,-6.3343,0.00,1.135,0.0,6.8518,0.53700,1787.561,2640.66,5.727,0.5040,0.9,3.2653,1.74,0.46,7.5131,6.1766,20.6,7.6137,0.534,0.034,12.67,5.9810,16.2,0.6,9.3,3.6713,8,8.782,5.3,5.01,826576.6,0.0817,0.2,14.8,11.1,17.40,0.424,3.3095,-8.6,0.5183,0.1,0.86,2.794,0.842,219623.8619,0.22,0.71,6.7203,1.41,3.6715,0.022,12.846,6.6949,1.0,0.51,2.2,0.2609,6.49,0.9485,6.8,2.7822,9.1554,1.401,3.5798,6.200,1.16,0.8809,31291.761,6.33,0.811,0.1,5.96,0.45,3.56,0.72,4.8948,3.18,7.1,33.717,7.6824,4.2478,4.731,5.9,1.84,0.4,-12.6261,4.91,0.67,0.01,253390.5254,24.30
19,20.53,0.855,0.3,4.38,-4.76,13.307,1.85,0.5823,0.985,3.5156,0.65,7.5,5.32,4.9,18.7,6.2524,1.787,43453788.787,3.8,1.8198,-4.3,3.688,0.1138,16.03,1.75,17.5,0.861,209.8,5.72,7.3,32.6495,-7.37,-1.0571,-6.9,9.7049,0.0219,5163.0,1170206134.18,0.1,4.205,1.8,0.0643,2.7,0.193,2.14,-7.2,0.25,0.2983,29.562,53.80,0.91,65.1966,3.53,127.4,12.84,0.5023,8.7115,352533.28,3.0,2.52,14.22,0.416,5.196,-2.9535,1.225,4.517,26.73,0.3771,2.6376,1,1.0,0.02,6.3,1.01,11.8,3.37,50.4,3.8027,0.002,0.79,0.222,1.825,6.0884,2.9211,0.68,1.249,0.1,1.49,0.6108,0.935,277.0,6.216,7.759,6.09,8.94,1.7816,8.7614,4.766,0.6,4.9482,9.07,18.888,2.2488,2.7962,390.94,1.82,0.1,55.6922,0.0695,0.24,-8.3707,0.00,3.14,30.4,6.7322,0.21719,9502.335,73.22,4.943,0.4890,9.8,-5.7183,1.63,0.78,9.6515,0.7242,20.0,3.3799,0.498,0.025,1.08,5.8070,1.4,2.3,7.8,4.6672,4,9.2119,5.5,7.24,21391591943.0,0.3953,0.8,2.6,7.26,18.60,0.058,3.6402,3.19,0.39,0.5,0.908,2.445,0.972,5875924.6881,0.3,0.21,3.2489,2.89,3.6526,0.137,10.38,4.4319,1.1,0.17,4.3,0.2192,6.65,0.6443,5.73,3.2969,9.3264,11.779,7.8067,10.590,1.82,0.9177,9007.798,5.698,0.443,0.1,5.15,0.2,3.69,0.418,4.8259,2.78,6.53,18.053,3.8199,8.1582,4.325,6.1,2.66,0.3,5.8094,5.09,0.8,0.57,14147.5773,22.40
20,15.5,0.338,0.1,10.33,9.41,2.863,8.62,0.1827,7.107,2.9349,6.59,7.5,6.2,2.9,14.9,5.286,3.657,123423.83,1.1,1.6039,-0.4,3.313,0.3366,2.97,-11.84,32.3,0.42,2.7,6.64,5.6,81.0053,1.92,10.612,6.8,6.3233,0.1035,0.0,0.73,0.3,1.876,2.1,777.4165,14.1,0.045,3.1,10.6,0.29,60118.6151,41.434,32.00,0.413,139.879,5.18,48.1,3.86,0.9194,10.3192,15473317331.4,23.26,2.07,41.123,0.231,5.902,6.018,4.051,1.974,45.15,0.4907,-0.2859,0,2.7,0.21,3.3,6.08,8.8,1.65,20.6,5.1259,0.04,0.827,0.311,3.183,3.6647,4.0619,0.1,1.131,0.9,1.56,0.3536,1.69,255.0,5.853,13.5976,5.0036,7.92,2.6465,6.2792,3.178,0.7,5.0526,6.95,28375624.208,1.1828,3.4653,394.23,6.75,0.13,42.362,13.6382,0.24,-4.5875,80.00,3.168,9765.5,7.8107,0.01381,55091.378,18.53,0.092,0.4220,390.3,2.1118,1.7,0.67,7.5184,6.3983,15.9,9.6329,0.804,0.237,7.23,7.8750,1.8,2.8,6.9,3.9151,4,8.3723,2.3,5.25,55073.7,544078.3067,0.9,2.1,10.33,14.40,0.845,5.7479,12.15,0.0579,0.1,0.932,2.322,0.809,527120102.448,0.3,0.8,248.106,2.66,5.6484,0.077,238.082,5.9424,2.0,0.2,3.5,0.0235,6.29,0.0903,6.03,3.431,7.5692,0.001,5.6186,0.460,3.01,0.1605,8606.62,5.414,0.808,0.1,0.0,0.19,6.04,0.498,4.9005,2.63,7.23,28.501,8.4793,3.4224,7.795,13.3,2.66,0.2,-11.4603,6.02,0.65,0.01,9.9078,50.00
21,24.25,0.127,0.1,16.3,10.33,2.103,1.71,0.2297,6.947,3.366,1.09,5.4,3.83,6.0,32.5,6.3937,1.165,223473.367,9.6,0.8713,-5.5,5.461,0.1825,3.76,11.5,13.3,1.055,303.3,7.71,8.0,856.1584,5.36,-4.835,2.1,6.8846,0.052,6599445.5,274476.578,0.7,3.72,1.1,0.1019,6.5,0.061,2.37,15.9,0.17,642.9675,15.23,64.50,0.34,81.2596,3.33,47.5,5.46,0.5693,7.073,52446208.33,26.94,2.7,16.402,0.921,5.875,2.5895,5.577,1.44,18.53,0.1559,-0.6971,0,4.5,1.03,5.6,2.02,12.4,48.22,8.2,5.298,0.141,0.894,0.22,200.489,5.5498,4.8381,0.69,2.349,1.0,1.52,0.2035,0.862,216.0,5.762,9.8858,5.3735,3.06,4.0957,3.4511,4.334,0.8,1.6426,5.43,643363.362,34.8672,2.4458,387.31,0.1,0.02,63.3418,-4.9558,0.2,-3.297,20.00,19852.315,212.2,8.2484,0.03578,2.711,263.28,6.217,0.4429,484.2,3.023,1.92,0.73,6.815,-2.7483,23.2,3.03,0.743,0.119,2.86,7.8200,7.8,-5.2,7.7,4.2228,5,9.5616,1.2,6.12,0.0,0.2313,0.4,5.4,15.03,14.90,0.714,4.1649,7.62,0.3751,0.2,0.876,3.523,0.069,1303424.7607,0.31,0.54,1.1204,2.25,4.6947,0.009,0.784,5.3786,1.7,0.05,2.6,0.298,6.68,0.3837,7.24,3.0396,11.658,9.914,5.5271,3.330,1.18,0.231,1850.628,4.883,0.57,0.1,4.39,0.12,6.0,0.268,5.3192,1.35,8.27,27.357,2.111,4.4517,4.98,15.6,2.55,0.5,8.153,5.5,0.79,0.3,648.225,45.40
22,19.64,0.99,0.1,1.32,-8.51,5.652,46.75,0.207,14.069,7.7326,3.39,7.1,4.38,4.9,20.4,4.2724,1.593,913.104,1.4,1.5623,12.2,4.369,0.1857,16.59,-17.78,40.9,0.197,7142.7,6.85,7.1,47.0064,10.82,8.2848,-12.9,7.3207,0.1786,855.8,0.003,0.2,2.896,1.5,0.1088,7.6,0.015,2.59,4.6,0.02,44.8452,103.939,100.00,0.269,97.592,1.48,124.3,92.56,0.5783,7.494,249.34,-10.82,2.75,21.684,0.625,5.307,-3.0021,1.302,1.022,30.39,0.7349,3.6252,0,5.5,0.25,4.0,3.25,11.6,1.2,53.3,5.4865,0.281,0.794,0.371,187.685,5.9816,3.3229,2.9,1.73,1.0,2.64,0.8226,6.099,666.0,4.019,2.3561,5.1346,8.17,3.4419,6.8171,4.694,0.7,4.7381,0.43,11600710.046,23.9237,1.6847,395.69,1.27,0.09,33.6162,-0.6644,0.33,14.0984,0.00,1.08,3381.4,8.7388,5.66637,268.486,7.92,6.225,0.7400,172466.7,0.3428,1.99,0.89,5.956,13.0875,17.4,5.5764,0.678,0.078,1.01,6.2190,276.4,7.0,8.6,3.5085,24,8.7139,5.6,5.44,20.8,5.2653,0.2,2.2,11.87,20.20,0.66,5.1501,4.85,0.7982,0.2,0.843,2.971,0.331,677.9034,0.2,0.8,1.0821,1.47,2.0048,0.521,7.408,6.6857,1.8,0.24,3.2,0.0307,5.33,0.2475,4.72,2.9357,16.4036,10.653,5.8368,18.100,1.07,0.0717,4429.467,7.636,0.214,1.9,5.74,0.81,6.15,0.166,5.239,3.41,6.41,29.129,0.711,4.0861,4.416,7.3,2.32,0.3,16.4013,5.34,0.01,0.57,61073.3799,18.40
23,33.26,0.344,0.2,23.83,-0.93,14.529,1.28,0.3132,10.869,1.3364,2.45,7.2,3.61,7.1,29.0,5.8204,1.677,4439.497,1.3,2.1416,1.3,2.856,0.206,21.24,-0.89,22.2,0.455,2543.5,5.2,4.2,19.4105,-13.26,2.3885,-9.6,10.3213,0.2868,6572.0,650270.264,0.8,3.995,50.3,6671726.2158,1.3,0.386,2.02,4.6,0.06,468827.0456,28.376,98.80,0.862,160.1825,2.27,54.9,132.1,0.6506,9.6963,0.45,3.13,2.93,31.203,0.979,4.837,8.3822,1.337,1.629,25.01,0.8747,3.841,0,1.1,0.22,2.8,1.04,10.7,2.98,20.7,-1.4541,0.02,0.212,0.239,7.808,7.8111,4.5766,0.08,1.245,0.7,1.93,0.2884,1.235,666.0,5.48,-4.8306,3.9905,6.03,0.3326,4.2674,2.779,0.7,0.5648,8.92,8036788.469,1.8691,3.6275,396.90,0.77,0.05,26.1665,1.2445,0.07,5.7113,0.00,2.284,0.4,4.2228,9.82349,693.452,2181.5,4.158,0.6710,987.2,3.767,1.91,0.45,5.9638,-4.3539,19.3,5.1328,0.594,0.454,88.57,6.7940,3.7,5.6,8.6,4.9974,24,7.9356,2.9,2.8,52.4,17.2174,0.8,3.2,11.18,20.20,0.313,5.2834,-13.72,0.4948,0.1,0.528,4.748,0.152,317209.5492,0.48,0.3,14.3249,25.27,1.3580,0.024,4456.688,5.4985,1.1,0.27,2.2,0.0732,6.72,0.6275,5.46,2.398,7.189,42.048,4.8936,18.100,1.39,0.6052,7468.586,5.7,0.959,0.3,0.72,0.91,4.63,0.662,4.4663,3.45,7.57,24.123,5.2025,6.3909,5.618,8.6,1.65,0.6,5.8683,5.54,0.84,0.93,33972.7976,13.30
24,10.6,0.126,0.2,311.19,-5.56,21.82,13.17,0.0728,0.423,3.8117,3.09,5.7,5.74,5.1,23.0,3.8314,2.798,0.387,1.7,1.0305,1.1,5.938,0.2471,21.46,3.43,26.3,0.829,2817.8,5.04,6.4,15.0402,4.6,6.0165,-1.5,9.0979,0.1274,70.6,1803742.394,0.4,3.435,2.1,1.7181,3.0,0.026,2.93,13.6,0.01,45544.0088,35.872,91.30,0.141,107.8876,1.5,39.3,24.75,0.9714,7.454,116769899.21,9.49,2.54,13.199,0.746,0.235,6.2953,1.091,1.138,36.14,0.9654,3.6319,1,1.4,0.2,3.6,3.54,16.4,10.83,22.9,2.9773,0.063,0.748,0.23,1.142,4.4688,2.9037,0.01,12.953,0.8,1.33,0.9336,1.393,307.0,6.1,-1.0465,5.2625,4.51,1.5619,5.1334,3.415,0.8,4.3981,7.5,6244874.76,1.3323,3.1988,395.24,-0.26,0.16,74.1357,-1.2363,0.18,-3.4027,0.00,26.437,67634637054.6,8.2201,0.40771,9.434,0.08,0.42,0.5070,4491883.1,4.2768,1.5,0.57,8.6693,4.0502,21.3,6.8488,0.537,0.515,2.61,6.1640,1.8,7.3,6.5,3.3468,8,7.3338,3.7,4.9,11.3,0.0137,0.9,3.4,13.02,17.40,0.407,5.3259,-4.41,0.8209,0.3,0.96,1.645,0.663,251.2681,0.36,0.27,6.453,159.42,3.0480,0.125,857.996,6.6295,1.2,0.48,4.4,0.024,5.87,0.4865,3.83,3.0009,10.5955,0.987,6.7724,6.200,1.16,0.7678,4277.495,6.856,0.901,0.2,5.83,0.38,1.82,0.437,5.3718,3.68,6.25,18.801,11.0177,7.0925,6.979,3.8,2.31,0.4,-9.3412,6.24,0.56,0.21,111070.0535,21.70
